region,ownd,kids,inc,sex,wlth,hv,incmed,incavg,low,npro,gifdol,gifl,gifr,mdon,lag,gifa,donr,DONR,DAMT
ter5,1,3,4,1,9,140,58,58,3,56,81,16,15,18,4,12.5,,0,7.23504054540847
ter1,1,0,3,1,8,159,38,79,11,77,210,15,9,6,7,16.91,,1,9.589591440723018
ter5,0,2,2,1,8,223,44,72,6,47,96,27,30,23,4,13.97,,0,0.4
ter1,0,4,4,1,9,155,42,47,15,42,76,12,13,23,4,9.43,,0,0.43
ter2,0,4,4,1,8,185,53,55,7,13,35,14,21,23,4,8.31,,0,0.0
ter1,1,4,1,0,9,169,31,58,2,85,291,11,7,13,7,9.72,,0,0.54
ter5,0,2,7,1,8,79,14,22,43,83,128,118,67,15,3,31.95,,0,1.28
ter5,1,3,4,0,8,124,28,40,40,40,53,18,10,16,8,9.94,,0,0.24
ter2,1,2,4,1,2,127,17,40,40,46,76,5,4,17,12,4.42,,0,0.84
ter3,1,2,4,0,4,177,38,45,12,87,196,4,5,21,4,6.54,,0,0.8727777777777778
ter3,1,2,5,1,8,194,46,55,1,83,194,14,17,22,5,13.03,,0,4.3258633776091076
ter3,1,3,2,0,2,294,62,76,0,9,33,8,6,21,4,8.53,,0,0.37
ter4,1,1,6,1,8,148,66,66,12,56,112,30,21,22,6,12.69,,0,0.18
ter4,1,1,4,1,9,81,14,20,57,27,65,7,8,14,3,3.16,,0,5.24
ter4,1,2,2,0,8,106,22,30,16,80,171,32,12,21,4,20.82,,0,0.43
ter5,1,2,5,1,9,114,31,39,19,83,139,25,24,14,15,13.45,,0,0.0
ter5,1,2,4,1,8,122,16,41,19,14,36,15,7,16,3,6.82,,0,1.04
ter2,1,2,2,0,8,151,55,67,1,27,87,87,39,22,5,13.81,,0,5.67
ter1,1,1,5,0,9,259,64,64,4,22,60,5,6,22,4,3.3,,1,5.38
ter5,1,2,6,1,3,195,81,81,1,83,160,160,44,14,5,31.0,,0,0.48
ter4,0,0,2,1,2,289,46,93,9,109,107,46,23,22,3,16.6,,0,3.09
ter2,1,2,4,0,9,270,46,64,4,36,73,33,54,16,6,11.11,,1,13.439255976716852
ter2,1,0,6,1,3,266,74,80,0,37,65,10,5,17,7,7.95,,1,9.837910256410256
ter2,1,2,4,1,1,146,31,64,5,103,469,7,3,30,13,5.67,,0,1.2
ter3,1,0,2,0,9,112,15,31,47,11,35,11,8,13,12,6.94,,0,6.149870129870129
ter1,1,1,2,1,8,91,40,40,40,38,66,8,5,16,6,10.01,,0,0.11
ter5,1,2,4,0,5,164,50,50,8,50,94,7,7,23,6,5.84,,0,2.641349699584994
ter5,1,3,4,1,9,104,14,37,54,89,93,13,9,24,7,7.8,,0,2.2611904761904764
ter4,1,4,5,0,4,97,19,29,37,76,195,21,19,37,12,22.92,,0,1.37
ter5,1,3,2,0,5,117,41,41,14,80,99,7,6,19,6,4.92,,0,0.14
ter1,1,3,7,0,8,207,61,69,1,38,61,22,16,14,3,10.51,,0,0.0
ter1,1,1,7,1,9,483,147,147,0,64,109,35,25,20,5,17.11,,0,4.31
ter5,1,4,5,1,8,193,32,46,18,28,82,55,45,12,7,17.75,,0,0.86
ter4,1,3,7,0,9,253,74,74,4,25,83,31,18,16,4,19.24,,0,0.42
ter4,1,2,4,0,8,149,56,56,10,85,239,9,13,21,6,6.7,,1,9.547968522293838
ter4,1,0,5,1,0,160,29,45,32,80,84,8,5,24,4,9.05,,0,4.94
ter1,1,2,4,1,8,361,99,110,0,106,194,13,19,12,9,13.72,,0,8.205833333333334
ter4,1,4,4,1,8,158,41,54,7,80,140,24,28,20,3,27.3,,1,4.276363636363636
ter1,1,2,3,1,8,215,44,60,3,22,44,8,6,17,4,7.29,,0,0.62
ter4,0,3,3,1,4,223,65,79,0,65,79,14,10,18,5,7.79,,0,0.73
ter2,1,4,5,1,8,269,68,68,3,47,64,11,9,29,6,9.12,,0,1.44
ter5,1,2,2,1,8,134,39,47,14,70,129,7,5,40,13,5.38,,0,0.0
ter3,0,3,5,1,9,209,38,50,10,47,77,6,6,18,4,5.68,,0,1.31
ter4,1,2,4,1,9,217,42,79,4,19,52,9,4,20,5,11.71,,0,5.788888888888889
ter5,1,2,4,1,9,188,43,58,2,29,53,9,7,12,7,10.28,,0,2.56
ter3,1,4,1,1,4,282,87,87,0,32,78,14,10,31,3,11.92,,0,0.6
ter2,0,3,6,1,4,238,77,77,4,60,90,30,40,15,5,17.82,,0,0.0
ter2,1,2,6,1,8,127,24,36,17,104,200,6,8,12,7,3.96,,0,8.11
ter4,0,2,5,1,9,98,14,27,44,23,54,18,8,20,6,14.76,,0,0.13
ter3,1,2,3,1,7,144,38,38,18,41,53,17,12,17,3,13.28,,0,0.7
ter3,1,2,5,0,2,267,41,96,0,30,56,9,9,20,4,4.91,,0,0.35
ter3,1,1,6,1,8,112,42,42,13,104,208,19,18,18,5,14.77,,0,0.29
ter4,1,1,4,1,6,188,38,60,7,55,90,15,11,15,5,11.13,,1,13.44832683765824
ter5,1,4,2,1,5,197,55,67,6,41,71,52,29,15,5,20.06,,0,0.0
ter1,1,2,2,1,8,139,37,37,12,108,140,32,30,14,5,15.82,,0,0.66
ter2,0,0,4,0,4,136,29,39,9,24,68,16,18,16,7,19.4,,1,10.22
ter4,1,0,3,1,8,187,32,49,25,29,69,12,12,19,4,8.78,,1,15.178177596769702
ter2,1,3,4,0,2,208,36,69,1,15,53,22,9,7,7,14.12,,0,2.52
ter5,1,4,5,1,9,195,38,45,19,36,72,20,9,12,3,12.84,,0,0.27
ter5,0,3,6,0,6,195,30,49,21,30,164,164,93,15,4,15.93,,0,1.45
ter5,0,2,4,1,9,162,23,39,12,52,53,13,9,14,4,9.21,,0,0.0
ter3,1,5,3,0,9,249,39,71,5,41,83,24,18,15,7,14.4,,0,1.08
ter3,1,3,5,0,6,163,45,64,5,87,214,11,7,23,8,6.68,,0,4.54
ter2,1,1,7,1,8,171,30,57,7,65,87,8,7,23,4,6.01,,1,2.49
ter1,1,2,2,0,9,212,32,60,11,53,72,18,11,17,3,8.3,,0,1.3
ter4,1,2,5,0,9,102,19,29,41,46,88,10,12,17,4,7.44,,0,2.33
ter2,1,2,4,1,8,176,54,54,2,7,32,18,17,14,6,15.25,,1,11.06881606782826
ter2,1,3,7,0,8,124,19,37,43,27,63,4,4,26,4,4.56,,0,0.72
ter3,1,2,4,1,9,241,52,68,1,49,100,4,3,18,9,4.39,,0,6.687837837837837
ter4,1,2,7,1,6,167,50,50,5,65,76,9,12,16,4,10.15,,0,0.83
ter4,1,3,2,1,8,287,57,63,1,13,34,16,14,24,4,12.9,,0,0.13
ter1,0,2,6,1,7,247,43,59,9,12,34,19,12,23,6,11.92,,0,0.0
ter4,1,2,5,1,9,161,55,55,5,18,43,17,8,12,4,11.22,,0,0.13
ter2,0,3,3,0,7,72,15,29,48,36,56,16,7,23,5,7.15,,0,0.0
ter4,1,3,1,0,5,164,29,42,13,16,41,4,3,19,5,5.27,,0,0.0
ter4,1,2,4,0,8,248,67,78,1,75,121,10,8,15,16,5.43,,0,5.3425
ter1,1,0,3,0,8,169,39,73,0,63,131,32,43,20,3,14.3,,1,15.244313339551198
ter3,1,4,3,1,9,247,51,89,1,39,49,7,6,17,8,6.84,,0,0.59
ter2,1,2,4,0,9,220,30,44,9,35,53,16,11,12,3,10.17,,1,10.067678125089932
ter5,1,2,4,1,7,147,20,41,24,30,62,12,7,39,27,7.16,,0,0.87
ter5,1,5,5,0,8,136,35,35,22,39,62,15,14,15,5,7.93,,0,0.14
ter2,1,0,4,0,4,122,16,30,29,44,61,49,33,7,7,18.92,,1,15.122310762783183
ter2,1,2,4,1,9,187,29,48,10,60,79,25,24,17,7,10.88,,1,13.52950134334768
ter2,1,4,4,0,9,207,30,49,15,16,50,13,20,6,13,11.91,,0,5.3
ter3,0,3,4,1,8,332,107,107,0,63,99,27,25,16,7,14.14,,0,0.66
ter3,1,2,4,1,1,104,20,28,22,27,55,55,30,18,2,22.58,,0,0.0
ter1,1,2,5,1,9,109,37,37,23,66,86,14,13,13,4,9.37,,0,1.202
ter2,1,2,5,0,1,160,30,43,13,28,50,14,15,17,3,9.32,,0,0.83
ter2,1,1,4,0,8,231,44,86,5,48,59,9,12,15,4,5.67,,1,12.481996007571704
ter2,1,2,1,1,8,147,40,40,23,82,197,15,23,22,11,15.84,,0,2.26
ter1,1,0,3,1,8,118,40,40,17,90,218,14,7,15,4,16.37,,1,13.386023382562387
ter3,0,2,1,0,8,144,31,47,33,16,64,64,25,15,4,52.92,,0,6.46
ter4,1,3,6,1,4,135,29,41,16,70,93,16,11,21,5,9.52,,0,0.0
ter3,1,2,1,1,9,143,24,50,15,45,49,12,5,37,5,8.42,,0,0.13
ter4,1,0,3,1,9,139,32,42,20,55,84,19,33,20,6,16.1,,1,16.72757214124105
ter4,1,0,3,1,9,138,29,62,11,48,73,16,17,14,5,6.29,,1,15.607665819882099
ter5,0,2,5,0,1,110,52,52,4,40,64,36,33,12,6,14.49,,0,1.59
ter1,1,1,4,1,9,220,59,72,9,53,95,36,14,21,3,21.35,,1,12.236821501951162
ter4,1,2,4,1,8,148,17,41,29,93,133,11,11,16,8,7.92,,0,5.214497354497355
ter5,1,4,1,1,3,633,88,147,0,47,78,15,17,20,7,11.87,,0,0.32
ter4,0,0,3,1,8,237,54,98,2,129,189,10,8,13,5,9.01,,0,5.3
ter5,1,3,1,1,8,219,42,65,3,45,75,4,4,15,4,3.72,,0,0.24
ter1,1,1,2,1,1,327,66,83,1,58,83,22,12,19,5,22.59,,0,0.9
ter2,1,3,4,1,9,174,49,49,7,95,108,25,14,24,4,11.94,,1,12.803444765699759
ter4,0,2,2,1,7,126,23,30,30,31,65,22,17,22,3,12.86,,0,0.14
ter3,0,3,5,1,3,203,43,50,5,102,181,91,21,20,4,29.77,,0,3.57
ter4,1,3,4,1,6,169,54,54,7,102,153,12,5,14,4,7.17,,1,7.6043551680011765
ter4,1,2,5,1,8,138,37,41,11,11,63,63,23,16,7,19.13,,0,0.67
ter3,1,3,5,1,3,95,30,33,22,24,43,29,13,17,6,21.64,,0,0.16
ter5,1,2,7,1,8,273,50,62,7,75,111,60,51,19,4,22.51,,0,0.0
ter5,1,3,3,1,9,354,113,113,0,55,89,16,19,23,6,7.07,,0,3.55
ter2,1,1,4,1,1,142,24,39,19,35,44,8,6,14,5,9.62,,0,0.6
ter1,1,2,4,1,7,181,35,37,10,76,128,24,29,15,3,13.47,,1,10.43543088882752
ter5,1,2,4,0,3,156,25,47,9,15,36,30,19,14,9,8.11,,0,0.78
ter2,1,3,5,0,8,199,33,47,15,57,87,15,12,13,8,12.0,,0,7.843578699371067
ter5,0,3,3,1,3,180,30,63,14,22,50,45,20,13,7,14.68,,0,0.0
ter1,1,0,5,1,8,107,28,38,28,22,39,8,6,12,3,4.54,,1,12.768584364406658
ter4,0,0,4,0,5,253,45,56,3,103,226,15,10,16,3,11.08,,0,10.04
ter2,1,1,4,1,5,124,29,51,18,15,51,14,5,29,4,5.05,,0,3.69625
ter1,0,1,1,1,8,150,29,43,19,98,191,20,21,12,7,11.13,,0,1.14
ter3,1,4,4,1,9,128,42,48,9,15,45,9,9,12,4,4.18,,0,2.25
ter2,1,0,4,0,9,254,106,106,0,78,138,6,7,13,5,7.71,,1,13.797969717060516
ter2,1,2,2,1,2,131,19,55,22,29,48,7,4,20,3,2.91,,0,2.47
ter2,1,2,4,0,8,299,58,79,0,99,221,20,18,19,5,10.44,,1,14.479220703515947
ter1,1,0,5,1,5,74,11,20,61,61,83,11,12,24,4,9.47,,1,8.006068692844151
ter1,1,1,4,1,4,261,51,60,3,78,246,5,3,17,6,4.2,,1,2.3337202380952378
ter4,1,1,1,1,8,153,23,56,20,61,118,8,4,34,5,5.39,,0,0.0
ter2,0,4,6,0,9,164,27,45,16,21,45,9,9,18,3,4.64,,0,0.0
ter1,1,2,1,1,8,442,112,136,1,9,26,9,7,20,16,6.14,,0,1.05
ter4,1,5,2,0,9,104,32,38,6,93,172,24,21,24,3,17.12,,0,0.26
ter2,1,2,4,0,7,273,56,66,0,21,59,16,6,21,3,6.62,,1,10.817058139682604
ter3,1,3,7,0,2,198,21,55,30,127,215,12,18,28,7,8.31,,0,0.26
ter1,1,2,7,0,2,139,27,40,25,8,26,4,2,18,3,4.21,,0,0.0
ter4,1,2,1,1,9,161,39,55,14,88,93,5,3,16,5,4.0,,0,0.1
ter5,1,3,7,0,8,148,22,50,24,61,58,30,20,27,5,16.65,,0,0.13
ter1,1,2,4,1,9,145,21,50,22,113,152,4,5,20,3,4.43,,1,8.27582733599831
ter5,1,0,2,1,8,222,34,72,5,39,66,28,20,21,5,13.64,,1,13.478953887329414
ter3,1,1,4,1,9,119,21,32,20,140,377,25,29,31,5,23.1,,0,1.31
ter2,1,0,4,1,8,157,34,50,9,74,129,20,18,18,3,8.5,,1,14.329168571484987
ter2,1,5,4,1,8,157,38,50,8,50,64,7,4,29,14,6.28,,0,0.51
ter1,1,2,4,1,8,107,30,38,17,16,44,34,23,21,12,8.83,,0,0.13
ter1,1,2,4,0,9,242,48,76,2,82,146,5,4,6,4,7.44,,1,6.911657015068985
ter5,0,1,1,0,9,238,80,80,0,32,50,8,4,17,7,4.51,,0,0.39
ter1,1,2,4,0,8,157,27,53,25,33,56,18,24,11,3,12.47,,0,3.0941333333333336
ter3,1,2,2,1,8,125,31,32,25,90,166,9,6,22,8,6.07,,0,0.15
ter3,1,4,4,0,8,151,17,45,30,58,112,12,14,14,3,15.32,,0,2.9062790697674417
ter4,1,1,4,1,1,87,19,23,41,10,34,4,4,20,11,5.82,,0,1.96
ter2,1,3,4,0,8,175,37,57,11,34,59,9,3,17,5,7.35,,1,10.906483490931098
ter2,1,2,4,1,9,210,39,59,10,22,77,9,7,12,4,5.49,,1,9.78923507334651
ter5,0,2,2,0,9,257,49,89,6,94,199,38,34,12,10,29.96,,0,2.39
ter5,1,2,4,1,6,233,42,46,11,47,76,11,6,13,4,9.84,,1,8.556756161014267
ter1,0,0,7,0,7,268,45,62,7,7,29,17,12,20,3,8.18,,0,5.3
ter4,1,2,5,1,9,134,32,43,6,15,39,21,16,24,12,15.54,,0,1.18
ter5,1,0,5,1,1,195,32,45,21,32,51,19,26,15,5,12.2,,0,6.457999999999999
ter4,1,2,2,0,9,225,24,72,4,49,79,11,11,24,5,5.36,,0,1.08
ter4,0,3,4,1,9,99,18,29,44,18,37,25,17,13,2,11.84,,0,0.26
ter1,1,2,2,1,7,251,44,50,9,9,43,8,4,23,3,4.38,,0,0.65
ter2,1,2,4,1,9,63,12,24,39,78,108,15,7,12,5,11.12,,0,7.959050765466198
ter5,1,2,4,0,9,116,20,49,22,52,93,28,25,13,7,13.7,,1,9.941960788144495
ter4,1,3,4,1,9,178,45,58,24,26,56,7,4,18,5,4.68,,1,4.09
ter1,1,2,4,0,9,124,15,41,41,35,55,36,31,13,8,21.15,,0,0.4
ter4,1,2,4,1,3,211,65,65,4,82,174,7,7,21,4,5.34,,0,0.3
ter2,1,3,4,0,9,218,20,56,17,65,83,26,12,15,6,17.11,,1,11.41155000030694
ter5,1,0,7,1,8,234,37,57,6,24,68,6,6,17,6,5.17,,0,7.847609039290749
ter4,1,2,4,1,8,179,36,57,16,93,175,5,4,37,4,5.33,,0,0.14
ter5,1,3,4,0,8,107,20,26,41,42,67,17,13,16,3,14.8,,0,2.28
ter4,1,3,4,1,8,225,62,78,4,29,61,6,7,18,3,5.87,,0,7.027
ter5,1,2,4,0,8,113,47,47,6,95,100,51,16,8,7,18.31,,0,6.623298300536672
ter1,1,1,4,1,6,145,40,40,17,29,59,7,6,21,10,3.34,,1,2.47
ter1,0,2,7,0,4,184,38,60,6,97,103,6,4,35,4,5.24,,0,0.27
ter2,1,4,3,1,6,135,54,54,6,38,86,4,4,13,13,4.48,,0,3.7991762013729975
ter5,1,0,1,1,8,107,18,34,29,77,77,38,26,16,4,26.83,,0,5.683076923076924
ter1,1,2,4,0,8,164,37,52,8,25,49,12,9,23,7,6.29,,1,2.825437275985663
ter5,1,3,3,1,8,172,45,64,7,53,82,16,20,13,6,13.36,,0,0.28
ter1,0,1,2,1,9,151,35,44,22,116,183,67,20,16,7,31.37,,0,1.17
ter2,0,0,2,1,8,87,16,22,59,104,168,11,12,16,6,8.78,,0,3.94
ter1,0,2,6,1,5,74,14,29,41,13,30,5,5,9,4,4.35,,0,0.0
ter5,1,2,4,1,8,232,38,43,8,110,292,6,5,19,4,5.62,,1,11.121471879783405
ter3,1,1,5,0,8,80,22,22,33,58,91,13,15,18,4,6.5,,0,5.57
ter1,0,3,1,0,1,218,40,67,0,19,32,32,26,13,6,10.84,,0,0.14
ter3,1,3,2,1,8,88,24,24,39,89,136,41,37,12,5,12.72,,0,0.74
ter2,1,3,4,0,5,120,37,37,9,54,80,6,6,7,3,3.93,,0,7.479499098940937
ter1,1,3,4,1,8,176,33,69,12,17,43,19,10,20,6,10.77,,0,1.76
ter4,1,2,1,1,4,78,15,23,53,74,114,114,37,18,6,41.51,,0,3.6
ter2,1,3,4,0,8,128,35,38,15,103,234,12,13,37,7,12.01,,0,2.79
ter2,1,0,1,0,8,170,60,60,7,5,32,17,12,13,5,14.77,,1,8.92
ter1,1,1,4,1,8,262,67,95,2,76,144,34,23,12,6,14.4,,1,9.47821932777647
ter4,1,3,5,0,9,302,68,88,0,30,187,187,55,21,4,24.58,,0,6.12
ter1,1,3,6,1,3,195,33,59,6,46,540,540,75,23,3,48.36,,0,1.86
ter1,1,3,4,1,8,79,25,25,27,35,51,4,4,15,5,5.24,,0,2.515
ter3,1,3,4,0,3,134,37,48,12,75,93,12,10,24,5,9.32,,0,0.29
ter2,1,3,6,0,9,118,17,38,47,36,61,11,8,22,5,7.83,,0,0.11
ter5,1,2,4,1,8,220,57,71,5,74,105,13,7,21,3,8.05,,1,10.422216978724304
ter2,1,1,4,1,9,205,56,72,3,31,76,20,15,20,6,14.49,,1,13.10886811596467
ter2,0,3,6,0,8,118,55,55,14,11,37,13,10,17,5,9.84,,0,0.0
ter1,1,0,4,1,7,263,52,77,6,100,149,28,25,40,6,21.78,,1,13.685041489635482
ter3,1,2,5,1,4,86,10,26,60,63,120,6,2,19,6,5.31,,0,0.55
ter2,1,0,5,1,8,137,23,40,24,55,76,6,3,14,3,4.46,,1,12.589608380115472
ter3,1,2,1,1,8,260,58,65,3,25,55,16,13,26,5,8.49,,0,0.0
ter1,1,4,7,1,2,142,32,37,13,18,42,28,33,24,3,16.96,,0,0.0
ter2,1,2,5,1,9,143,20,34,29,27,48,30,46,19,3,25.31,,1,10.486223341676794
ter2,1,3,1,0,8,137,21,30,25,43,59,16,17,22,6,7.34,,0,0.79
ter4,1,2,4,1,9,129,30,48,15,116,275,215,71,21,6,29.77,,1,13.569404761904762
ter5,1,3,5,1,0,255,40,46,7,27,62,5,5,16,7,4.28,,0,1.56
ter4,1,2,4,1,8,122,27,37,22,27,51,22,10,17,13,5.12,,0,0.39
ter4,1,1,4,1,9,156,32,41,29,56,72,13,12,31,7,8.78,,0,1.13
ter4,1,2,4,1,8,327,35,50,5,8,33,16,18,17,3,12.78,,0,4.83
ter3,1,3,1,1,5,103,21,24,27,57,93,16,14,22,3,9.5,,0,0.66
ter2,1,2,1,1,9,215,59,72,6,139,249,18,7,20,11,10.25,,0,5.98
ter2,1,3,5,1,7,133,28,41,7,24,57,55,20,17,5,16.56,,0,4.108147985347985
ter2,0,3,6,0,4,183,63,63,10,79,108,19,17,19,11,7.85,,0,0.0
ter4,1,1,4,0,8,199,38,50,9,18,83,83,18,17,7,27.67,,1,7.202000000000001
ter2,1,1,4,1,8,194,43,50,9,44,70,28,24,10,4,17.37,,1,11.099872612301414
ter2,1,2,7,0,9,172,59,59,4,41,83,83,37,6,4,57.7,,0,1.94
ter4,1,0,7,1,8,185,50,55,6,19,66,13,11,23,3,7.44,,1,11.837428571428573
ter4,1,2,5,0,9,184,31,45,10,88,150,19,17,38,5,10.7,,0,0.93
ter2,1,1,1,1,6,512,123,131,0,31,55,7,8,31,9,6.32,,0,3.49
ter2,1,2,4,1,8,487,95,101,0,47,76,32,15,12,9,18.88,,0,10.038573071408342
ter2,0,2,5,1,4,282,61,78,2,104,174,14,10,16,5,7.32,,0,0.0
ter5,1,1,4,1,5,187,53,53,5,22,38,15,7,29,6,12.36,,0,0.74
ter5,1,3,2,0,8,159,26,41,16,7,45,8,8,15,9,7.6,,0,0.0
ter3,1,3,4,0,6,93,21,27,27,29,49,5,6,18,5,4.86,,0,1.73
ter5,1,0,1,1,4,267,64,72,3,42,84,16,12,30,5,12.89,,0,2.7307142857142854
ter2,1,3,2,0,8,240,54,55,3,6,39,4,1,14,3,4.9,,0,2.88
ter1,1,0,4,0,4,196,77,77,5,30,61,19,13,19,4,15.69,,1,14.57831879862313
ter4,0,3,3,1,3,288,66,74,0,30,48,13,8,18,5,7.96,,0,1.02
ter5,1,4,5,1,8,212,95,95,1,28,55,21,33,19,7,20.87,,0,2.18
ter4,1,3,5,0,8,86,24,26,44,83,88,5,3,27,3,3.24,,0,2.91
ter2,0,3,3,0,2,222,33,58,3,16,52,13,9,17,9,8.1,,0,0.0
ter3,1,0,4,1,3,103,45,45,22,117,318,9,9,14,10,5.93,,1,9.123493506493507
ter2,1,4,3,1,8,237,113,113,0,79,109,6,8,11,4,6.14,,1,8.199261338458136
ter2,1,3,1,1,8,308,48,76,10,24,55,6,9,30,6,5.05,,0,1.52
ter3,0,3,4,1,8,227,51,66,7,35,57,13,10,23,6,6.69,,0,0.72
ter4,1,0,4,0,4,104,27,27,26,24,33,12,21,39,5,9.03,,0,9.13
ter1,1,3,3,1,8,405,64,84,1,60,78,19,16,13,15,8.68,,0,1.73
ter3,1,2,7,0,0,228,30,47,12,27,69,23,32,14,25,15.1,,0,0.0
ter3,1,2,3,1,5,192,80,80,4,61,85,32,7,17,5,15.76,,0,1.77
ter2,1,4,4,1,8,189,33,61,6,42,57,28,25,15,6,17.97,,1,10.828895609085748
ter5,1,1,7,0,4,328,70,70,2,56,77,4,3,34,13,3.36,,0,0.77
ter1,1,2,7,0,4,168,25,45,13,72,96,31,30,17,8,15.96,,0,0.0
ter5,1,0,3,0,8,164,27,45,10,69,162,6,5,19,6,5.83,,1,11.686674628418048
ter3,1,4,4,1,2,106,27,30,14,28,51,12,10,27,5,10.04,,0,0.13
ter4,1,4,4,0,9,182,37,71,22,60,137,7,10,24,5,3.26,,0,3.9278387096774194
ter4,0,3,4,1,9,112,16,26,59,15,39,18,23,39,11,11.14,,0,0.27
ter5,1,2,3,1,2,187,26,41,18,60,100,14,16,18,7,8.08,,0,0.0
ter5,1,4,5,1,5,156,32,51,7,42,86,86,39,15,3,19.27,,0,2.72
ter4,1,3,4,1,6,98,28,28,23,78,115,34,27,13,6,8.19,,0,4.606518796992481
ter3,0,3,7,1,2,120,14,36,58,44,54,24,17,30,3,9.03,,0,0.0
ter3,1,2,3,1,6,258,48,64,6,92,119,5,3,19,7,4.16,,0,2.612
ter3,1,0,4,0,9,167,30,55,7,80,96,4,4,13,4,5.66,,1,12.088285864993628
ter1,1,2,4,1,8,257,98,98,2,62,113,15,13,13,5,8.51,,1,12.056979198804793
ter2,0,3,4,0,8,139,22,42,27,8,34,31,23,13,11,18.74,,0,0.0
ter4,1,3,2,0,9,252,54,71,2,47,58,14,12,17,3,16.59,,0,0.26
ter4,0,1,3,0,9,112,18,35,51,45,73,25,14,13,3,14.71,,0,4.46
ter1,1,4,1,1,0,174,34,44,10,37,77,6,4,20,6,2.82,,0,0.0
ter2,1,3,2,1,7,137,57,57,2,68,110,7,8,18,4,5.41,,0,6.59
ter2,0,3,5,0,7,201,45,64,4,94,120,22,25,19,6,9.18,,0,0.0
ter3,1,2,4,0,9,159,34,37,16,63,92,8,9,12,5,7.87,,0,5.974343104543091
ter5,1,3,3,1,8,150,46,55,2,84,120,9,12,17,4,9.15,,0,0.9405714285714286
ter4,1,2,1,1,3,127,28,40,36,38,62,20,21,20,3,14.25,,0,0.13
ter3,1,2,2,1,7,85,19,29,28,61,80,12,9,23,5,12.55,,0,0.25
ter2,1,3,4,1,0,139,34,37,18,40,65,14,10,9,4,6.38,,0,0.12
ter3,1,0,6,0,3,144,24,31,14,104,125,24,17,28,12,16.62,,0,9.58
ter5,0,2,4,1,2,151,41,41,13,65,116,7,7,16,5,4.29,,0,0.25
ter3,1,2,4,0,8,190,34,52,13,86,248,5,6,20,3,4.8,,1,7.168434277377858
ter4,0,3,4,1,8,243,120,120,2,126,216,16,6,21,8,14.33,,0,2.38
ter5,0,1,4,0,8,206,54,54,13,63,78,75,35,12,7,12.99,,0,0.87
ter5,1,3,5,0,4,135,27,37,25,125,206,12,9,15,3,8.15,,0,0.25
ter2,0,2,4,0,9,131,12,37,29,8,35,8,10,15,7,8.59,,0,0.0
ter1,1,0,1,0,3,126,11,29,32,17,40,27,29,21,4,8.93,,0,3.61
ter4,0,0,4,0,8,259,63,78,1,16,51,14,7,31,5,9.48,,0,1.95
ter5,0,3,4,0,8,111,19,26,30,31,43,13,10,13,7,7.12,,0,0.39
ter2,1,3,3,1,5,139,25,26,29,98,172,18,12,22,6,9.11,,0,8.143929834237976
ter3,0,3,2,1,3,205,63,63,5,96,132,85,21,13,5,16.94,,0,0.72
ter3,1,2,4,1,5,115,26,35,16,125,199,39,16,17,7,22.39,,0,3.758965517241379
ter2,1,3,4,1,0,199,28,48,17,44,61,17,19,18,7,7.75,,0,3.24
ter5,1,3,1,1,5,177,36,52,7,31,45,5,4,16,5,8.06,,0,0.0
ter4,1,3,5,1,4,168,36,45,13,106,211,11,10,24,6,10.57,,0,0.28
ter5,1,0,2,1,8,100,26,31,11,69,80,13,11,17,4,11.36,,1,11.585052574121068
ter2,0,3,3,0,8,183,37,43,11,51,83,14,9,24,5,13.77,,0,0.0
ter5,0,2,4,0,9,160,69,69,3,105,133,11,11,16,4,9.23,,0,0.44
ter5,1,3,4,1,7,172,36,42,12,104,140,18,17,11,13,19.15,,0,0.55
ter2,1,4,4,1,9,122,21,33,32,74,100,19,9,26,4,11.4,,0,3.020582210633058
ter4,1,1,4,1,8,127,20,37,44,28,44,12,14,30,6,12.68,,0,2.69
ter3,1,1,6,0,8,207,32,60,9,138,497,78,38,25,5,41.07,,0,2.2
ter1,0,2,7,1,8,153,20,43,22,28,57,35,18,12,6,16.48,,0,0.0
ter5,0,5,5,1,4,95,21,27,24,55,86,10,14,19,6,7.61,,0,0.54
ter5,1,4,5,1,9,144,55,55,5,31,61,8,4,18,7,5.94,,0,1.21
ter2,1,4,4,1,8,153,52,52,7,21,210,210,25,19,3,25.92,,1,11.152216737184382
ter5,1,3,4,0,8,314,67,67,3,22,53,15,12,17,5,7.41,,0,2.5996875
ter3,1,0,4,0,2,170,46,46,5,43,56,16,18,21,4,8.57,,1,12.873796992481202
ter1,0,2,7,1,6,137,28,46,22,46,80,12,8,17,3,9.85,,0,0.15
ter3,1,3,1,0,8,136,26,41,13,74,108,30,22,25,7,15.54,,0,0.14
ter5,1,2,4,1,4,110,15,33,52,9,36,18,16,15,3,13.84,,0,0.52
ter5,1,0,4,1,7,105,20,32,23,77,132,22,14,12,3,15.54,,1,15.7399131332934
ter1,1,2,2,0,8,230,58,63,4,25,55,18,11,15,4,13.18,,0,0.78
ter5,1,3,6,1,7,146,43,46,6,74,95,4,2,16,5,4.2,,0,0.45
ter2,1,0,1,1,9,174,49,57,4,59,65,4,3,16,6,5.87,,1,10.78719658119658
ter2,1,0,7,1,8,123,24,31,30,49,80,22,15,19,5,9.0,,1,12.697615875087086
ter2,0,2,4,0,9,107,13,33,51,52,103,13,11,24,7,7.5,,0,0.0
ter3,0,2,4,0,1,152,40,51,5,35,45,20,13,21,3,15.3,,0,0.13
